instrument,staff,measureNumber,offset,duration,frequency,step,octave
Piano,,136,542.5285714285715,0.25,116.54094037952237,A,2
Piano,,136,542.7785714285715,0.25,164.81377845643485,E,3
Piano,,136,543.0285714285715,0.25,97.99885899543722,F,2
Piano,,136,543.2785714285715,0.25,164.81377845643485,E,3
Piano,,136,543.5285714285715,0.25,116.54094037952237,A,2
Piano,,136,543.7785714285715,0.25,164.81377845643485,E,3
Piano,,137,544.0285714285715,0.25,103.82617439498618,G,2
Piano,,137,544.2785714285715,0.25,164.81377845643485,E,3
Piano,,137,544.5285714285715,0.25,138.59131548843592,C,3
Piano,,137,544.7785714285715,0.25,164.81377845643485,E,3
Piano,,137,545.0285714285715,0.25,103.82617439498618,G,2
Piano,,137,545.2785714285715,0.25,164.81377845643485,E,3
Piano,,137,545.5285714285715,0.25,138.59131548843592,C,3
Piano,,137,545.7785714285715,0.25,164.81377845643485,E,3
Piano,,137,546.0285714285715,2.0,130.8127826502992,B,2
Piano,,137,546.0285714285715,2.0,184.9972113558171,F,3
Piano,,137,546.0285714285715,2.0,261.6255653005985,B,3
Piano,,137,546.0285714285715,0.25,51.913087197493056,G,1
Piano,,137,546.2785714285715,0.25,103.82617439498618,G,2
Piano,,137,546.5285714285715,0.25,97.99885899543722,F,2
Piano,,137,546.7785714285715,0.25,103.82617439498618,G,2
Piano,,137,547.0285714285715,0.25,97.99885899543722,F,2
Piano,,137,547.2785714285715,0.25,103.82617439498618,G,2
Piano,,137,547.5285714285715,0.25,97.99885899543722,F,2
Piano,,137,547.7785714285715,0.25,103.82617439498618,G,2
Piano,,138,548.0285714285715,0.5,138.59131548843592,C,3
Piano,,138,548.0285714285715,0.5,164.81377845643485,E,3
Piano,,138,548.0285714285715,0.5,277.182630976872,C,4
Piano,,138,548.0285714285715,0.5,69.29565774421793,C,2
Piano,,138,548.5285714285715,0.5,138.59131548843592,C,3
Piano,,138,549.0285714285715,0.5,138.59131548843592,C,3
Piano,,138,549.5285714285715,0.5,138.59131548843592,C,3
Piano,,138,550.0285714285715,0.5,138.59131548843592,C,3
Piano,,138,550.5285714285715,0.5,138.59131548843592,C,3
Piano,,138,551.0285714285715,0.5,155.56349186104035,D,3
Piano,,138,551.5285714285715,0.5,164.81377845643485,E,3
Piano,,139,552.0285714285715,0.5,103.82617439498618,G,2
Piano,,139,552.0285714285715,0.5,184.9972113558171,F,3
Piano,,139,552.5285714285715,0.5,184.9972113558171,F,3
Piano,,139,552.5285714285715,0.5,207.65234878997245,G,3
Piano,,139,553.0285714285715,0.5,184.9972113558171,F,3
Piano,,139,553.0285714285715,0.5,207.65234878997245,G,3
Piano,,139,553.5285714285715,0.5,184.9972113558171,F,3
Piano,,139,553.5285714285715,0.5,207.65234878997245,G,3
Piano,,139,554.0285714285715,0.5,184.9972113558171,F,3
Piano,,139,554.0285714285715,0.5,207.65234878997245,G,3
Piano,,139,554.5285714285715,0.5,184.9972113558171,F,3
Piano,,139,554.5285714285715,0.5,207.65234878997245,G,3
Piano,,139,555.0285714285715,0.5,164.81377845643485,E,3
Piano,,139,555.0285714285715,0.5,207.65234878997245,G,3
Piano,,139,555.5285714285715,0.5,155.56349186104035,D,3
Piano,,139,555.5285714285715,0.5,207.65234878997245,G,3
Piano,,140,556.0285714285715,0.5,69.29565774421793,C,2
Piano,,140,556.0285714285715,0.5,138.59131548843592,C,3
Piano,,140,556.5285714285715,0.5,138.59131548843592,C,3
Piano,,140,557.0285714285715,0.5,138.59131548843592,C,3
Piano,,140,557.5285714285715,0.5,138.59131548843592,C,3
Piano,,140,558.0285714285715,0.5,138.59131548843592,C,3
Piano,,140,558.5285714285715,0.5,138.59131548843592,C,3
Piano,,140,559.0285714285715,0.5,155.56349186104035,D,3
Piano,,140,559.5285714285715,0.5,164.81377845643485,E,3
Piano,,141,560.0285714285715,0.5,103.82617439498618,G,2
Piano,,141,560.0285714285715,0.5,184.9972113558171,F,3
Piano,,141,560.5285714285715,0.5,184.9972113558171,F,3
Piano,,141,560.5285714285715,0.5,207.65234878997245,G,3
Piano,,141,561.0285714285715,0.5,184.9972113558171,F,3
Piano,,141,561.0285714285715,0.5,207.65234878997245,G,3
Piano,,141,561.5285714285715,0.5,184.9972113558171,F,3
Piano,,141,561.5285714285715,0.5,207.65234878997245,G,3
Piano,,141,562.0285714285715,0.5,184.9972113558171,F,3
Piano,,141,562.0285714285715,0.5,207.65234878997245,G,3
Piano,,141,562.5285714285715,0.5,184.9972113558171,F,3
Piano,,141,562.5285714285715,0.5,207.65234878997245,G,3
Piano,,141,563.0285714285715,0.5,164.81377845643485,E,3
Piano,,141,563.0285714285715,0.5,207.65234878997245,G,3
Piano,,141,563.5285714285715,0.5,155.56349186104035,D,3
Piano,,141,563.5285714285715,0.5,207.65234878997245,G,3
Piano,,142,564.0285714285715,0.5,69.29565774421793,C,2
Piano,,142,564.0285714285715,0.5,138.59131548843592,C,3
Piano,,142,564.5285714285715,0.5,138.59131548843592,C,3
Piano,,142,564.5285714285715,0.5,164.81377845643485,E,3
Piano,,142,565.0285714285715,0.5,138.59131548843592,C,3
Piano,,142,565.0285714285715,0.5,164.81377845643485,E,3
Piano,,142,565.5285714285715,0.5,164.81377845643485,E,3
Piano,,142,565.5285714285715,0.5,207.65234878997245,G,3
Piano,,142,566.0285714285715,0.5,92.4986056779085,F,2
Piano,,142,566.5285714285715,0.5,138.59131548843592,C,3
Piano,,142,566.5285714285715,0.5,184.9972113558171,F,3
Piano,,142,567.0285714285715,0.5,138.59131548843592,C,3
Piano,,142,567.0285714285715,0.5,184.9972113558171,F,3
Piano,,142,567.5285714285715,0.5,184.9972113558171,F,3
Piano,,142,567.5285714285715,0.5,219.9999999999999,A,3
Piano,,143,568.0285714285715,0.5,103.82617439498618,G,2
Piano,,143,568.5285714285715,0.5,138.59131548843592,C,3
Piano,,143,568.5285714285715,0.5,164.81377845643485,E,3
Piano,,143,569.0285714285715,0.5,138.59131548843592,C,3
Piano,,143,569.0285714285715,0.5,164.81377845643485,E,3
Piano,,143,569.5285714285715,0.5,164.81377845643485,E,3
Piano,,143,569.5285714285715,0.5,207.65234878997245,G,3
Piano,,143,570.0285714285715,0.5,103.82617439498618,G,2
Piano,,143,570.5285714285715,0.5,130.8127826502992,B,2
Piano,,143,570.5285714285715,0.5,155.56349186104035,D,3
Piano,,143,571.0285714285715,0.5,130.8127826502992,B,2
Piano,,143,571.0285714285715,0.5,155.56349186104035,D,3
Piano,,143,571.5285714285715,0.5,155.56349186104035,D,3
Piano,,143,571.5285714285715,0.5,207.65234878997245,G,3
Piano,,144,572.0285714285715,0.5,69.29565774421793,C,2
Piano,,144,572.0285714285715,0.5,138.59131548843592,C,3
Piano,,144,572.5285714285715,0.5,138.59131548843592,C,3
Piano,,144,572.5285714285715,0.5,207.65234878997245,G,3
Piano,,144,573.0285714285715,0.5,138.59131548843592,C,3
Piano,,144,573.0285714285715,0.5,207.65234878997245,G,3
Piano,,144,573.5285714285715,0.5,138.59131548843592,C,3
Piano,,144,573.5285714285715,0.5,207.65234878997245,G,3
Piano,,144,574.0285714285715,0.5,138.59131548843592,C,3
Piano,,144,574.0285714285715,0.5,207.65234878997245,G,3
Piano,,144,574.5285714285715,0.5,138.59131548843592,C,3
Piano,,144,574.5285714285715,0.5,207.65234878997245,G,3
Piano,,144,575.0285714285715,0.5,155.56349186104035,D,3
Piano,,144,575.0285714285715,0.5,207.65234878997245,G,3
Piano,,144,575.5285714285715,0.5,164.81377845643485,E,3
Piano,,144,575.5285714285715,0.5,207.65234878997245,G,3
Piano,,145,576.0285714285715,0.5,103.82617439498618,G,2
Piano,,145,576.0285714285715,0.5,184.9972113558171,F,3
Piano,,145,576.0285714285715,0.5,207.65234878997245,G,3
Piano,,145,576.5285714285715,0.5,207.65234878997245,G,3
Piano,,145,576.5285714285715,0.5,369.99442271163434,F,4
Piano,,145,577.0285714285715,0.5,207.65234878997245,G,3
Piano,,145,577.0285714285715,0.5,369.99442271163434,F,4
Piano,,145,577.5285714285715,0.5,207.65234878997245,G,3
Piano,,145,577.5285714285715,0.5,369.99442271163434,F,4
Piano,,145,578.0285714285715,0.5,207.65234878997245,G,3
Piano,,145,578.0285714285715,0.5,369.99442271163434,F,4
Piano,,145,578.5285714285715,0.5,207.65234878997245,G,3
Piano,,145,578.5285714285715,0.5,369.99442271163434,F,4
Piano,,145,579.0285714285715,0.5,207.65234878997245,G,3
Piano,,145,579.0285714285715,0.5,329.62755691286986,E,4
Piano,,145,579.5285714285715,0.5,207.65234878997245,G,3
Piano,,145,579.5285714285715,0.5,311.1269837220808,D,4
Piano,,146,580.0285714285715,0.5,69.29565774421793,C,2
Piano,,146,580.0285714285715,0.5,138.59131548843592,C,3
Piano,,146,580.5285714285715,0.5,138.59131548843592,C,3
Piano,,146,580.5285714285715,0.5,207.65234878997245,G,3
Piano,,146,581.0285714285715,0.5,138.59131548843592,C,3
Piano,,146,581.0285714285715,0.5,207.65234878997245,G,3
Piano,,146,581.5285714285715,0.5,138.59131548843592,C,3
Piano,,146,581.5285714285715,0.5,207.65234878997245,G,3
Piano,,146,582.0285714285715,0.5,138.59131548843592,C,3
Piano,,146,582.0285714285715,0.5,207.65234878997245,G,3
Piano,,146,582.5285714285715,0.5,138.59131548843592,C,3
Piano,,146,582.5285714285715,0.5,207.65234878997245,G,3
Piano,,146,583.0285714285715,0.5,155.56349186104035,D,3
Piano,,146,583.0285714285715,0.5,207.65234878997245,G,3
Piano,,146,583.5285714285715,0.5,164.81377845643485,E,3
Piano,,146,583.5285714285715,0.5,207.65234878997245,G,3
Piano,,147,584.0285714285715,0.5,103.82617439498618,G,2
Piano,,147,584.0285714285715,0.5,184.9972113558171,F,3
Piano,,147,584.0285714285715,0.5,207.65234878997245,G,3
Piano,,147,584.5285714285715,0.5,207.65234878997245,G,3
Piano,,147,584.5285714285715,0.5,369.99442271163434,F,4
Piano,,147,585.0285714285715,0.5,207.65234878997245,G,3
Piano,,147,585.0285714285715,0.5,369.99442271163434,F,4
Piano,,147,585.5285714285715,0.5,207.65234878997245,G,3
Piano,,147,585.5285714285715,0.5,369.99442271163434,F,4
Piano,,147,586.0285714285715,0.5,207.65234878997245,G,3
Piano,,147,586.0285714285715,0.5,369.99442271163434,F,4
Piano,,147,586.5285714285715,0.5,207.65234878997245,G,3
Piano,,147,586.5285714285715,0.5,369.99442271163434,F,4
Piano,,147,587.0285714285715,0.5,207.65234878997245,G,3
Piano,,147,587.0285714285715,0.5,329.62755691286986,E,4
Piano,,147,587.5285714285715,0.5,207.65234878997245,G,3
Piano,,147,587.5285714285715,0.5,311.1269837220808,D,4
Piano,,148,588.0285714285715,0.5,69.29565774421793,C,2
Piano,,148,588.0285714285715,0.5,138.59131548843592,C,3
Piano,,148,588.5285714285715,0.5,277.182630976872,C,4
Piano,,148,588.5285714285715,0.5,329.62755691286986,E,4
Piano,,148,589.0285714285715,0.5,277.182630976872,C,4
Piano,,148,589.0285714285715,0.5,329.62755691286986,E,4
Piano,,148,589.5285714285715,0.5,329.62755691286986,E,4
Piano,,148,589.5285714285715,0.5,415.3046975799451,G,4
Piano,,148,590.0285714285715,0.5,184.9972113558171,F,3
Piano,,148,590.5285714285715,0.5,277.182630976872,C,4
Piano,,148,590.5285714285715,0.5,369.99442271163434,F,4
Piano,,148,591.0285714285715,0.5,277.182630976872,C,4
Piano,,148,591.0285714285715,0.5,369.99442271163434,F,4
Piano,,148,591.5285714285715,0.5,369.99442271163434,F,4
Piano,,148,591.5285714285715,0.5,440.0,A,4
Piano,,149,592.0285714285715,0.5,207.65234878997245,G,3
Piano,,149,592.5285714285715,0.5,277.182630976872,C,4
Piano,,149,592.5285714285715,0.5,329.62755691286986,E,4
Piano,,149,593.0285714285715,0.5,277.182630976872,C,4
Piano,,149,593.0285714285715,0.5,329.62755691286986,E,4
Piano,,149,593.5285714285715,0.5,329.62755691286986,E,4
Piano,,149,593.5285714285715,0.5,415.3046975799451,G,4
Piano,,149,594.0285714285715,0.5,184.9972113558171,F,3
Piano,,149,594.5285714285715,0.5,261.6255653005985,B,3
Piano,,149,594.5285714285715,0.5,311.1269837220808,D,4
Piano,,149,595.0285714285715,0.5,261.6255653005985,B,3
Piano,,149,595.0285714285715,0.5,311.1269837220808,D,4
Piano,,149,595.5285714285715,0.5,311.1269837220808,D,4
Piano,,149,595.5285714285715,0.5,415.3046975799451,G,4
Piano,,150,596.0285714285715,0.5,164.81377845643485,E,3
Piano,,150,596.5285714285715,0.5,207.65234878997245,G,3
Piano,,150,596.5285714285715,0.5,277.182630976872,C,4
Piano,,150,597.0285714285715,0.5,207.65234878997245,G,3
Piano,,150,597.0285714285715,0.5,277.182630976872,C,4
Piano,,150,597.5285714285715,0.5,277.182630976872,C,4
Piano,,150,597.5285714285715,0.5,329.62755691286986,E,4
Piano,,150,598.0285714285715,0.5,92.4986056779085,F,2
Piano,,150,598.5285714285715,0.5,184.9972113558171,F,3
Piano,,150,598.5285714285715,0.5,219.9999999999999,A,3
Piano,,150,599.0285714285715,0.5,184.9972113558171,F,3
Piano,,150,599.0285714285715,0.5,219.9999999999999,A,3
Piano,,150,599.5285714285715,0.5,219.9999999999999,A,3
Piano,,150,599.5285714285715,0.5,293.66476791740746,D,4
Piano,,151,600.0285714285715,0.5,103.82617439498618,G,2
Piano,,151,600.5285714285715,0.5,164.81377845643485,E,3
Piano,,151,600.5285714285715,0.5,207.65234878997245,G,3
Piano,,151,601.0285714285715,0.5,164.81377845643485,E,3
Piano,,151,601.0285714285715,0.5,207.65234878997245,G,3
Piano,,151,601.5285714285715,0.5,207.65234878997245,G,3
Piano,,151,601.5285714285715,0.5,277.182630976872,C,4
Piano,,151,602.0285714285715,0.5,103.82617439498618,G,2
Piano,,151,602.5285714285715,0.5,155.56349186104035,D,3
Piano,,151,602.5285714285715,0.5,184.9972113558171,F,3
Piano,,151,603.0285714285715,0.5,155.56349186104035,D,3
Piano,,151,603.0285714285715,0.5,184.9972113558171,F,3
Piano,,151,603.5285714285715,0.5,184.9972113558171,F,3
Piano,,151,603.5285714285715,0.5,261.6255653005985,B,3
Piano,,152,604.0285714285715,0.25,69.29565774421793,C,2
Piano,,152,604.2785714285715,0.25,138.59131548843592,C,3
Piano,,152,604.5285714285715,0.25,103.82617439498618,G,2
Piano,,152,604.7785714285715,0.25,138.59131548843592,C,3
Piano,,152,605.0285714285715,0.25,69.29565774421793,C,2
Piano,,152,605.2785714285715,0.25,138.59131548843592,C,3
Piano,,152,605.5285714285715,0.25,103.82617439498618,G,2
Piano,,152,605.7785714285715,0.25,138.59131548843592,C,3
Piano,,152,606.0285714285715,0.25,69.29565774421793,C,2
Piano,,152,606.2785714285715,0.25,138.59131548843592,C,3
Piano,,152,606.5285714285715,0.25,103.82617439498618,G,2
Piano,,152,606.7785714285715,0.25,138.59131548843592,C,3
Piano,,152,607.0285714285715,0.25,69.29565774421793,C,2
Piano,,152,607.2785714285715,0.25,138.59131548843592,C,3
Piano,,152,607.5285714285715,0.25,103.82617439498618,G,2
Piano,,152,607.7785714285715,0.25,138.59131548843592,C,3
Piano,,153,608.0285714285715,0.25,69.29565774421793,C,2
Piano,,153,608.2785714285715,0.25,155.56349186104035,D,3
Piano,,153,608.5285714285715,0.25,103.82617439498618,G,2
Piano,,153,608.7785714285715,0.25,155.56349186104035,D,3
Piano,,153,609.0285714285715,0.25,69.29565774421793,C,2
Piano,,153,609.2785714285715,0.25,155.56349186104035,D,3
Piano,,153,609.5285714285715,0.25,103.82617439498618,G,2
Piano,,153,609.7785714285715,0.25,155.56349186104035,D,3
Piano,,153,610.0285714285715,0.25,69.29565774421793,C,2
Piano,,153,610.2785714285715,0.25,155.56349186104035,D,3
Piano,,153,610.5285714285715,0.25,103.82617439498618,G,2
Piano,,153,610.7785714285715,0.25,155.56349186104035,D,3
Piano,,153,611.0285714285715,0.25,69.29565774421793,C,2
Piano,,153,611.2785714285715,0.25,155.56349186104035,D,3
Piano,,153,611.5285714285715,0.25,103.82617439498618,G,2
Piano,,153,611.7785714285715,0.25,155.56349186104035,D,3
Piano,,154,612.0285714285715,0.25,69.29565774421793,C,2
Piano,,154,612.2785714285715,0.25,138.59131548843592,C,3
Piano,,154,612.5285714285715,0.25,103.82617439498618,G,2
Piano,,154,612.7785714285715,0.25,138.59131548843592,C,3
Piano,,154,613.0285714285715,0.25,69.29565774421793,C,2
Piano,,154,613.2785714285715,0.25,138.59131548843592,C,3
Piano,,154,613.5285714285715,0.25,103.82617439498618,G,2
Piano,,154,613.7785714285715,0.25,138.59131548843592,C,3
Piano,,154,614.0285714285715,0.25,69.29565774421793,C,2
Piano,,154,614.2785714285715,0.25,138.59131548843592,C,3
Piano,,154,614.5285714285715,0.25,103.82617439498618,G,2
Piano,,154,614.7785714285715,0.25,138.59131548843592,C,3
Piano,,154,615.0285714285715,0.25,69.29565774421793,C,2
Piano,,154,615.2785714285715,0.25,138.59131548843592,C,3
Piano,,154,615.5285714285715,0.25,103.82617439498618,G,2
Piano,,154,615.7785714285715,0.25,138.59131548843592,C,3
Piano,,155,616.0285714285715,0.25,69.29565774421793,C,2
Piano,,155,616.2785714285715,0.25,155.56349186104035,D,3
Piano,,155,616.5285714285715,0.25,103.82617439498618,G,2
Piano,,155,616.7785714285715,0.25,155.56349186104035,D,3
Piano,,155,617.0285714285715,0.25,69.29565774421793,C,2
Piano,,155,617.2785714285715,0.25,155.56349186104035,D,3
Piano,,155,617.5285714285715,0.25,103.82617439498618,G,2
Piano,,155,617.7785714285715,0.25,155.56349186104035,D,3
Piano,,155,618.0285714285715,0.25,69.29565774421793,C,2
Piano,,155,618.2785714285715,0.25,155.56349186104035,D,3
Piano,,155,618.5285714285715,0.25,103.82617439498618,G,2
Piano,,155,618.7785714285715,0.25,155.56349186104035,D,3
Piano,,155,619.0285714285715,0.25,69.29565774421793,C,2
Piano,,155,619.2785714285715,0.25,155.56349186104035,D,3
Piano,,155,619.5285714285715,0.25,103.82617439498618,G,2
Piano,,155,619.7785714285715,0.25,155.56349186104035,D,3
Piano,,156,620.0285714285715,0.25,69.29565774421793,C,2
Piano,,156,620.2785714285715,0.25,138.59131548843592,C,3
Piano,,156,620.5285714285715,0.25,103.82617439498618,G,2
Piano,,156,620.7785714285715,0.25,138.59131548843592,C,3
Piano,,156,621.0285714285715,0.25,69.29565774421793,C,2
Piano,,156,621.2785714285715,0.25,138.59131548843592,C,3
Piano,,156,621.5285714285715,0.25,103.82617439498618,G,2
Piano,,156,621.7785714285715,0.25,138.59131548843592,C,3
Piano,,156,622.0285714285715,0.25,69.29565774421793,C,2
Piano,,156,622.2785714285715,0.25,155.56349186104035,D,3
Piano,,156,622.5285714285715,0.25,103.82617439498618,G,2
Piano,,156,622.7785714285715,0.25,155.56349186104035,D,3
Piano,,156,623.0285714285715,0.25,69.29565774421793,C,2
Piano,,156,623.2785714285715,0.25,155.56349186104035,D,3
Piano,,156,623.5285714285715,0.25,103.82617439498618,G,2
Piano,,156,623.7785714285715,0.25,155.56349186104035,D,3
Piano,,157,624.0285714285715,0.25,69.29565774421793,C,2
Piano,,157,624.2785714285715,0.25,138.59131548843592,C,3
Piano,,157,624.5285714285715,0.25,103.82617439498618,G,2
Piano,,157,624.7785714285715,0.25,138.59131548843592,C,3
Piano,,157,625.0285714285715,0.25,69.29565774421793,C,2
Piano,,157,625.2785714285715,0.25,138.59131548843592,C,3
Piano,,157,625.5285714285715,0.25,103.82617439498618,G,2
Piano,,157,625.7785714285715,0.25,138.59131548843592,C,3
Piano,,157,626.0285714285715,0.25,69.29565774421793,C,2
Piano,,157,626.2785714285715,0.25,155.56349186104035,D,3
Piano,,157,626.5285714285715,0.25,103.82617439498618,G,2
Piano,,157,626.7785714285715,0.25,155.56349186104035,D,3
Piano,,157,627.0285714285715,0.25,69.29565774421793,C,2
Piano,,157,627.2785714285715,0.25,155.56349186104035,D,3
Piano,,157,627.5285714285715,0.25,103.82617439498618,G,2
Piano,,157,627.7785714285715,0.25,155.56349186104035,D,3
Piano,,158,628.0285714285715,0.25,164.81377845643485,E,3
Piano,,158,628.0285714285715,0.25,69.29565774421793,C,2
Piano,,158,628.2785714285715,0.25,277.182630976872,C,4
Piano,,158,628.2785714285715,0.25,138.59131548843592,C,3
Piano,,158,628.5285714285715,0.25,207.65234878997245,G,3
Piano,,158,628.5285714285715,0.25,103.82617439498618,G,2
Piano,,158,628.7785714285715,0.25,277.182630976872,C,4
Piano,,158,628.7785714285715,0.25,138.59131548843592,C,3
Piano,,158,629.0285714285715,0.25,164.81377845643485,E,3
Piano,,158,629.0285714285715,0.25,69.29565774421793,C,2
Piano,,158,629.2785714285715,0.25,277.182630976872,C,4
Piano,,158,629.2785714285715,0.25,138.59131548843592,C,3
Piano,,158,629.5285714285715,0.25,207.65234878997245,G,3
Piano,,158,629.5285714285715,0.25,103.82617439498618,G,2
Piano,,158,629.7785714285715,0.25,277.182630976872,C,4
Piano,,158,629.7785714285715,0.25,138.59131548843592,C,3
Piano,,158,630.0285714285715,0.25,164.81377845643485,E,3
Piano,,158,630.0285714285715,0.25,69.29565774421793,C,2
Piano,,158,630.2785714285715,0.25,277.182630976872,C,4
Piano,,158,630.2785714285715,0.25,138.59131548843592,C,3
Piano,,158,630.5285714285715,0.25,207.65234878997245,G,3
Piano,,158,630.5285714285715,0.25,103.82617439498618,G,2
Piano,,158,630.7785714285715,0.25,277.182630976872,C,4
Piano,,158,630.7785714285715,0.25,138.59131548843592,C,3
Piano,,158,631.0285714285715,0.25,164.81377845643485,E,3
Piano,,158,631.0285714285715,0.25,69.29565774421793,C,2
Piano,,158,631.2785714285715,0.25,277.182630976872,C,4
Piano,,158,631.2785714285715,0.25,138.59131548843592,C,3
Piano,,158,631.5285714285715,0.25,207.65234878997245,G,3
Piano,,158,631.5285714285715,0.25,103.82617439498618,G,2
Piano,,158,631.7785714285715,0.25,277.182630976872,C,4
Piano,,158,631.7785714285715,0.25,138.59131548843592,C,3
Piano,,159,632.0285714285715,0.25,138.59131548843592,C,3
Piano,,159,632.0285714285715,0.25,174.61411571650183,E,3
Piano,,159,632.0285714285715,0.25,61.73541265701542,B,1
Piano,,159,632.2785714285715,0.25,277.182630976872,C,4
Piano,,159,632.2785714285715,0.25,123.4708253140309,B,2
Piano,,159,632.5285714285715,0.25,207.65234878997245,G,3
Piano,,159,632.5285714285715,0.25,69.29565774421793,C,2
Piano,,159,632.7785714285715,0.25,277.182630976872,C,4
Piano,,159,632.7785714285715,0.25,123.4708253140309,B,2
Piano,,159,633.0285714285715,0.25,138.59131548843592,C,3
Piano,,159,633.0285714285715,0.25,174.61411571650183,E,3
Piano,,159,633.0285714285715,0.25,61.73541265701542,B,1
Piano,,159,633.2785714285715,0.25,277.182630976872,C,4
Piano,,159,633.2785714285715,0.25,123.4708253140309,B,2
Piano,,159,633.5285714285715,0.25,207.65234878997245,G,3
Piano,,159,633.5285714285715,0.25,69.29565774421793,C,2
Piano,,159,633.7785714285715,0.25,277.182630976872,C,4
Piano,,159,633.7785714285715,0.25,123.4708253140309,B,2
Piano,,159,634.0285714285715,0.25,138.59131548843592,C,3
Piano,,159,634.0285714285715,0.25,174.61411571650183,E,3
Piano,,159,634.0285714285715,0.25,61.73541265701542,B,1
Piano,,159,634.2785714285715,0.25,277.182630976872,C,4
Piano,,159,634.2785714285715,0.25,123.4708253140309,B,2
Piano,,159,634.5285714285715,0.25,207.65234878997245,G,3
Piano,,159,634.5285714285715,0.25,69.29565774421793,C,2
Piano,,159,634.7785714285715,0.25,277.182630976872,C,4
Piano,,159,634.7785714285715,0.25,123.4708253140309,B,2
Piano,,159,635.0285714285715,0.25,138.59131548843592,C,3
Piano,,159,635.0285714285715,0.25,174.61411571650183,E,3
Piano,,159,635.0285714285715,0.25,61.73541265701542,B,1
Piano,,159,635.2785714285715,0.25,277.182630976872,C,4
Piano,,159,635.2785714285715,0.25,123.4708253140309,B,2
Piano,,159,635.5285714285715,0.25,207.65234878997245,G,3
Piano,,159,635.5285714285715,0.25,69.29565774421793,C,2
Piano,,159,635.7785714285715,0.25,277.182630976872,C,4
Piano,,159,635.7785714285715,0.25,123.4708253140309,B,2
Piano,,160,636.0285714285715,0.25,138.59131548843592,C,3
Piano,,160,636.0285714285715,0.25,184.9972113558171,F,3
Piano,,160,636.0285714285715,0.25,219.9999999999999,A,3
Piano,,160,636.0285714285715,0.25,277.182630976872,C,4
Piano,,160,636.0285714285715,0.5,54.999999999999915,A,1
Piano,,160,636.0285714285715,0.5,109.99999999999989,A,2
Piano,,160,636.2785714285715,0.25,138.59131548843592,C,3
Piano,,160,636.5285714285715,0.25,184.9972113558171,F,3
Piano,,160,636.5285714285715,0.5,92.4986056779085,F,2
Piano,,160,636.7785714285715,0.25,219.9999999999999,A,3
Piano,,160,637.0285714285715,0.25,277.182630976872,C,4
Piano,,160,637.0285714285715,0.5,54.999999999999915,A,1
Piano,,160,637.2785714285715,0.25,184.9972113558171,F,3
Piano,,160,637.5285714285715,0.25,219.9999999999999,A,3
Piano,,160,637.5285714285715,0.5,92.4986056779085,F,2
Piano,,160,637.7785714285715,0.25,277.182630976872,C,4
Piano,,160,638.0285714285715,0.5,54.999999999999915,A,1
Piano,,160,638.2785714285715,0.25,219.9999999999999,A,3
Piano,,160,638.5285714285715,0.25,277.182630976872,C,4
Piano,,160,638.5285714285715,0.5,92.4986056779085,F,2
Piano,,160,639.0285714285715,0.5,54.999999999999915,A,1
Piano,,160,639.5285714285715,0.5,92.4986056779085,F,2
Piano,,161,640.0285714285715,0.5,54.999999999999915,A,1
Piano,,161,640.5285714285715,0.5,92.4986056779085,F,2
Piano,,161,641.0285714285715,0.5,54.999999999999915,A,1
Piano,,161,641.5285714285715,0.5,92.4986056779085,F,2
Piano,,161,642.0285714285715,0.5,54.999999999999915,A,1
Piano,,161,642.5285714285715,0.5,92.4986056779085,F,2
Piano,,161,643.0285714285715,0.5,54.999999999999915,A,1
Piano,,161,643.0285714285715,0.5,109.99999999999989,A,2
Piano,,161,643.5285714285715,0.5,92.4986056779085,F,2
Piano,,162,644.0285714285715,0.5,51.913087197493056,G,1
Piano,,162,644.2785714285715,0.25,138.59131548843592,C,3
Piano,,162,644.5285714285715,0.25,164.81377845643485,E,3
Piano,,162,644.5285714285715,0.5,82.40688922821738,E,2
Piano,,162,644.7785714285715,0.25,207.65234878997245,G,3
Piano,,162,645.0285714285715,0.25,277.182630976872,C,4
Piano,,162,645.0285714285715,0.5,51.913087197493056,G,1
Piano,,162,645.2785714285715,0.25,164.81377845643485,E,3
Piano,,162,645.5285714285715,0.25,207.65234878997245,G,3
Piano,,162,645.5285714285715,0.5,82.40688922821738,E,2
Piano,,162,645.7785714285715,0.25,277.182630976872,C,4
Piano,,162,646.0285714285715,0.5,51.913087197493056,G,1
Piano,,162,646.2785714285715,0.25,207.65234878997245,G,3
Piano,,162,646.5285714285715,0.25,277.182630976872,C,4
Piano,,162,646.5285714285715,0.5,82.40688922821738,E,2
Piano,,162,647.0285714285715,0.5,51.913087197493056,G,1
Piano,,162,647.5285714285715,0.5,82.40688922821738,E,2
Piano,,163,648.0285714285715,0.5,51.913087197493056,G,1
Piano,,163,648.5285714285715,0.5,82.40688922821738,E,2
Piano,,163,649.0285714285715,0.5,51.913087197493056,G,1
Piano,,163,649.5285714285715,0.5,82.40688922821738,E,2
Piano,,163,650.0285714285715,0.5,51.913087197493056,G,1
Piano,,163,650.5285714285715,0.5,82.40688922821738,E,2
Piano,,163,651.0285714285715,0.5,51.913087197493056,G,1
Piano,,163,651.0285714285715,0.5,103.82617439498618,G,2
Piano,,163,651.5285714285715,0.5,82.40688922821738,E,2
Piano,,164,652.0285714285715,0.75,0.0,E,2
Piano,,164,652.0285714285715,0.5,0.0,E,2
